comment,score,sentiment,account_type
reply to this comment and say reminder everyday till dec 1,0,Neutral,Healthcare Professional
What does 3 sets mean??,0,Neutral,Healthcare Professional
Can someone remind me I’ll do this for a 3months and I’ll update u guys every week please remind me,0.2,Neutral,Healthcare Professional
im doing this everyday before and after school till the end of april remind me when and it can tell you if I saw improve ments,0.3,Positive,Healthcare Professional
also this might not work for some people because of genetics and it just may not be in your dna to be VERY slim,-0.3,Negative,Healthcare Professional
can you do one for face,0,Neutral,Healthcare Professional
Do I do them each for 1 min?,0,Neutral,Healthcare Professional
what's a donkey kick,0,Neutral,Healthcare Professional
doing all of this for as long as i can stay consistent. i will tell you results.,0.3,Positive,Healthcare Professional
doing flat stomach ! remind me please xx,0.3,Positive,Healthcare Professional
How about to be healthy,0.2,Neutral,Healthcare Professional
doing hourglass and bobs remind me and update for 5 days,0.3,Positive,Healthcare Professional
Starting with hourglass and bigger 🍑 remind me x,0.3,Positive,Healthcare Professional
Starting frim 9th April to 15th april ! remind me when u see this xx,0.2,Neutral,Healthcare Professional
Trying everything telling y’all the results on day 7,0.3,Positive,Healthcare Professional
remind me to workout (flat stomach),0.2,Neutral,Healthcare Professional
Wat do u do wit bicycle kick,0,Neutral,Healthcare Professional
Thx,0,Neutral,Healthcare Professional
How do I get smaller bo0bs tho 😭😭😭,-0.2,Neutral,Healthcare Professional
Im ganna do all every night for quicker results👍💀,0.4,Positive,Healthcare Professional
Does the bewbs work? 😭,-0.3,Negative,Healthcare Professional
remember the weight you have in an empty stomach - (waste) is your actual weight that’s why it is good to measure your weight when you wake up and wash up,0.1,Neutral,Healthcare Professional
How long to we do each one for?,0,Neutral,Healthcare Professional
starting april 3 ending april 10🥰,0.4,Positive,Healthcare Professional
I’m gonna try it for a week remind me!!,0.3,Positive,Healthcare Professional
Mountain climbs,0,Neutral,Healthcare Professional
remind,0,Neutral,Healthcare Professional
@🧸,0,Neutral,Healthcare Professional
🌹🌹🌹,0.5,Positive,Healthcare Professional
what is a pile squat,0,Neutral,Healthcare Professional
what abt smaller 🍒,0,Neutral,Healthcare Professional
Does this even work,-0.1,Neutral,Healthcare Professional
How do u get and,0,Neutral,Healthcare Professional
im gonna do hourglass and flat stomach! can u remind me every time u see this x,0.3,Positive,Healthcare Professional
What are scissor kicks x,0,Neutral,Healthcare Professional
☹️,-0.5,Negative,Healthcare Professional
😏,0.1,Neutral,Healthcare Professional
I can't even plank for a min 😂😂,0.3,Positive,Healthcare Professional
how do u do wall planks,0,Neutral,Healthcare Professional
Coming back for thinner thighs xx,0.3,Positive,Healthcare Professional
♥,0.5,Positive,Healthcare Professional
BYE WHAT ARE HALF OF THESE WORKOUTS? DONKEY KICK? WHAT?,-0.3,Negative,Healthcare Professional
Doing this until new years remind me!,0.3,Positive,Healthcare Professional
doing it till April 16th ( 15 days),0.2,Neutral,Healthcare Professional
how in the skibidi Ohio my inner thighs are thin and my outer thighs are thick😭,-0.4,Negative,Healthcare Professional
Dose it work?,0,Neutral,Healthcare Professional
reminddd!!!,0.3,Positive,Healthcare Professional
How long do we do it for ?,0,Neutral,Healthcare Professional
my 2nd day doing the hourglass 3 more days to go✨,0.4,Positive,Healthcare Professional
thin thighs??? I don't know those moves😭😭😂😂,0.1,Neutral,Healthcare Professional
Starting march 26 till next month!,0.1,Neutral,Healthcare Professional
Can u crop??,-0.1,Neutral,Healthcare Professional
starting tmw remind me each day😭,-0.1,Neutral,Healthcare Professional
Do you need to eat right to get hour glass body?,0,Neutral,Healthcare Professional
Ty,0.1,Neutral,Healthcare Professional
I’m doing hourglass and flat stomach!,0.3,Positive,Healthcare Professional
doing flat stomach thinner thighs everday for a week to see if theres results!!,0.3,Positive,Healthcare Professional
What’s a plié squat,0,Neutral,Healthcare Professional
Remind me every time you see this to do my workout I’ve done all of the hourglass I’m going to be doing all of it every day,0.4,Positive,Healthcare Professional
Remind me every time you see this video!!,0.1,Neutral,Healthcare Professional
[happy],0.3,Positive,Healthcare Professional
I rlly wanna do 😍,0.5,Positive,Healthcare Professional
Doing everything remind me (3 jan 2025),0,Neutral,Healthcare Professional
Doing this for 3 months I’ll give everyone updates!!,0.3,Positive,Healthcare Professional
What is a heel toach,0,Neutral,Healthcare Professional
SOMEONE REMIND ME SO I CAN DO UPDATES 🙏🙏,0.1,Neutral,Healthcare Professional
Remind me starting today,0.1,Neutral,Healthcare Professional
Guys I’m doing flat stomach,0.2,Neutral,Healthcare Professional
@christyan.💗,0.2,Neutral,Healthcare Professional
Sadly I have to do this though I’m Theo perfect weight,-0.3,Negative,Healthcare Professional
Ty ty ty tyyy,0.4,Positive,Healthcare Professional
😀,0.5,Positive,Healthcare Professional
HELPP NOT THE BEWBS😭😭,-0.4,Negative,Healthcare Professional
Remind pls guys x,0.1,Neutral,Healthcare Professional
@☆Fliss☆,0.2,Neutral,Healthcare Professional
doing the 3 on the left every day,0.2,Neutral,Healthcare Professional
Remind in a week,0.1,Neutral,Healthcare Professional
😌😌😌,0.2,Neutral,Healthcare Professional
@#𝐒𝐎𝐏𝐇 ❯❯❯❯,0.2,Neutral,Healthcare Professional
DOES THE FLAT STOMACH ONE WORK ?,0.1,Neutral,Healthcare Professional
guys i'm doing flat stomach and hourglass can you remind me everyday pls🤕🥰🫶🫰,0.4,Positive,Healthcare Professional
"I’ve been doing hourglass flat stomach for a month now , there has been so much progress in thirty days !! honestly js two more weeks n I’ll have my dream body frls",0.8,Positive,Healthcare Professional
Remind me to do flatter stomach and bigger 🍒😞,-0.3,Negative,Healthcare Professional
"ur bewbs are fat and exercise will make it smaller, (from experience c: )",-0.4,Negative,Healthcare Professional
doing this all for a week remind me!,0.1,Neutral,Healthcare Professional
doing hour glass and flat stmoch remind me!,0.1,Neutral,Healthcare Professional
"Doing this till march 1st, remind me.",0.1,Neutral,Healthcare Professional
YALL DONTO WORRY ABOUT UR BODY UR PERFECT THE WAY U ARE!!!,0.9,Positive,Healthcare Professional
I’m doing bigger 🍒 update y’all in a week start 19 jan,0.2,Neutral,Healthcare Professional
did she quit?,0,Neutral,Healthcare Professional
how many sets do I do ?,0,Neutral,Healthcare Professional
doing this for 30 days!!,0.2,Neutral,Healthcare Professional
🤣🤣🤣,0.7,Positive,Healthcare Professional
im not reminding anyone god remind urself💀😭,-0.4,Negative,Healthcare Professional
❣️❣️❣️,0.6,Positive,Healthcare Professional
Whats a hood,0,Neutral,Healthcare Professional
Chat what is a hood😭,-0.1,Neutral,Healthcare Professional
Remind me chat,0,Neutral,Healthcare Professional
What’s hood?,0,Neutral,Healthcare Professional
👋 hi,0.2,Neutral,Healthcare Professional
Ima do flat stomach remins me???,0.1,Neutral,Healthcare Professional
@|~|🇮🇪Abbie🇮🇪|~|,0,Neutral,Healthcare Professional
💯💯💯,0.6,Positive,Healthcare Professional
Commenting to stay on this side of tt ^^,0.2,Neutral,Healthcare Professional
What is a hood,0,Neutral,Healthcare Professional
@Alexa💯,0.3,Positive,Healthcare Professional
what does sets mean?,0,Neutral,Healthcare Professional
does it work ??,0,Neutral,Healthcare Professional
KICKS RAPIDLU,0,Neutral,Healthcare Professional
erm did u copy @- tips !!,0,Neutral,Healthcare Professional
squats make ur thighs bigger,0,Neutral,Healthcare Professional
Doing the boob workout remind me in a week for a update!,0.2,Neutral,Healthcare Professional
I'm gonna try this,0.3,Positive,Healthcare Professional
what the heck is a pile squat,0,Neutral,Healthcare Professional
Gonna start today so remind me. I’m currently 61 KG and 5’4-5’5 and it is February 16 of 2024,0.2,Neutral,Healthcare Professional
@His.favorite.chickenwing,0,Neutral,Healthcare Professional
I’m doing this till next month reaming me every day!,0,Neutral,Healthcare Professional
😢😢😢,-0.5,Negative,Healthcare Professional
Can you remind me every day/ when you see this please I really need to lose weight and I won’t remember?xx,0,Neutral,Healthcare Professional
I love to see woman succeed 😍,0.5,Positive,Food & Beverage
"you have done an amazing job, this stranger on the internet is proud of you 🥰💕💕",0.7,Positive,Food & Beverage
Good motivation for others!,0.4,Positive,Food & Beverage
What was the main action that helped you lose weight? Calorie deficit?,0,Neutral,Food & Beverage
Calorie deficit means sort of starving? I’m genuinely curious and I’m so impressed with your discipline. I eat whatever isn’t nailed down.,0,Neutral,Food & Beverage
Only Hard work ?,0,Neutral,Food & Beverage
Took me 2 years to lose 98lbs. Been keeping it off for another 2 years. Massive congrats to you 👏,0.6,Positive,Food & Beverage
"I don't know how to start. Especially with weights. Like you just go and start picking things up and down? I dunno where to stand, how to do it, how to have form. I just wanna hide on a machine.",-0.3,Negative,Food & Beverage
What exercises helped you?,0,Neutral,Food & Beverage
its so easy when it becomes a routine,0.3,Positive,Food & Beverage
i lost alhamdoulillah i went from 94 kg to 74 and stilll not finishing till 70 inshaAllah i had to for my health ❤️and i feel so good and proud of me,0.8,Positive,Food & Beverage
This is insaaaane ✨,0.6,Positive,Food & Beverage
I’m down from 127 kg at my heaviest to 107 kg as of today. I’m proud of us both. ❤️,0.7,Positive,Food & Beverage
I started my weightloss journey in September of last year so I could take it slowly and it was so much more peaceful than being stressed from January-spring & summer,0.5,Positive,Food & Beverage
"How to train thy stomach to not always be hungry😭😭😭😭 im so tired already😭 You look amazing on before and after, btw!",0.3,Positive,Food & Beverage
I don't think I can ever do 😩😩😩😩,-0.4,Negative,Food & Beverage
i need this as my motivation! now I'm in the process.. hate the process but will love the results! thank you!!,0.5,Positive,Food & Beverage
Its naturall diet ?,0,Neutral,Food & Beverage
Did u have surgery?,0,Neutral,Food & Beverage
how?,0,Neutral,Food & Beverage
I just started from 103 and losz 5 kg already but sometimes my motivation goes down… I hope I can reach my goal too 🥲,0.1,Neutral,Food & Beverage
How? Please,0,Neutral,Food & Beverage
How much did you weigh starting weight and end weight? Congratz on the weightloss you look great!!,0.4,Positive,Food & Beverage
What an achievement Maria. On the first week of my own weight loss journey with calories deficit and exercise. Started with a 50lb target. Week one again I’ve ticked off 10pc. Ready to feel good!,0.6,Positive,Food & Beverage
What did you do to help with not having lose skin .? I’m starting my journey and really scared I’ll have flabby loose skin any tips .?,0,Neutral,Food & Beverage
i need to lose 15 kg 😭😭,-0.3,Negative,Food & Beverage
me soon,0.1,Neutral,Food & Beverage
tell us HOW 😭😭😭,0,Neutral,Food & Beverage
Oh wow how did you do it tips please,0,Neutral,Food & Beverage
When you’re not feeling motivated what keeps you going ?,0,Neutral,Food & Beverage
"Mam i am very much surprised to see ur change.mam,can u plz tell me how you change urself?only exersize works or dieting?please tell me mam.I am from Bangladesh.",0,Neutral,Food & Beverage
I started in January. Now I lost 32 pounds ❣️,0.5,Positive,Food & Beverage
I’ve lost 17kg in the last 3 months 💪 I hope to get closer to your achievement one day.,0.4,Positive,Food & Beverage
Well done you look fabulous 👍,0.5,Positive,Food & Beverage
How long did it take you?,0,Neutral,Food & Beverage
How much have you lost and how long did it take you x,0,Neutral,Food & Beverage
"Wow wow wow ! As someone who has had a transforming weight loss this year too, I’m so proud of you ! I know how hard this was to achieve. I hope you’re feeling as amazing as you look ! 🙏🏼🙏🏼🤩🤩",0.8,Positive,Food & Beverage
How did you manage your cholesterol levels when you shed weight?,0,Neutral,Food & Beverage
great work! congrats 😍,0.6,Positive,Food & Beverage
Did.. it take 20 years? 😭,-0.3,Negative,Food & Beverage
how could be🥺🥺,-0.3,Negative,Food & Beverage
how long did it take you to loose the weight.?,0,Neutral,Food & Beverage
help me,-0.1,Neutral,Food & Beverage
Please tell me,0,Neutral,Food & Beverage
I cannot get rid of the last 7kgs after losing 40kgs. Any tips?,-0.2,Negative,Food & Beverage
What did you do with the excess skin? Well done girl,0.3,Positive,Food & Beverage
How?? You look stunning,0.5,Positive,Food & Beverage
Can you say if cardio worked or was weigh training better?,0,Neutral,Food & Beverage
how long u make it this?,0,Neutral,Food & Beverage
i’m seeing this while in a line to get DQ icecream 😢,-0.2,Negative,Food & Beverage
"If it’s not too personal, did you use any of the weight loss drugs? I’ve considered them but I’m scared of side effects and the expense.:/ I’d really love to do it without if possible. U look great!😊",0.4,Positive,Food & Beverage
Incredible!!! Is it just gyming? Xx,0.5,Positive,Food & Beverage
Amazing!!! I’ve just started my MJ journey,0.5,Positive,Food & Beverage
"Go on Girl, as long as you feel good about yourself ❤️I'm on my weight loss journey, the patience is getting to me a bit now been training a few mths & low carbs, not seeing the physical change yet.",0.1,Neutral,Food & Beverage
How long did it take u and what excersice did u do,0,Neutral,Food & Beverage
Can someone give advice am having a hard time losing weight caus am a 24/7 caregiver and I usually sleep @5am-12nn and I love coffee and mostly am at bedside/sit all day(special needs patient)my mom😓,-0.4,Negative,Food & Beverage
You look fabulous,0.6,Positive,Food & Beverage
You must have worked so hard! Incredible!,0.7,Positive,Food & Beverage
"Thanks, that's what I needed. ❤️",0.5,Positive,Food & Beverage
Been at it for 5 weeks now and constantly having to remind myself that I won't see it for awhile and to worry about my progress in Sept of 2025.,-0.1,Neutral,Food & Beverage
how long did it take?,0,Neutral,Food & Beverage
"That’s an amazing achievement, well done. What about loose skin, did you manage to reduce it?",0.4,Positive,Food & Beverage
Did you use anything like ozempic etc,0,Neutral,Food & Beverage
me!! i have hard time to lose weight because of my appetite,-0.3,Negative,Food & Beverage
You are another person now. Bravo,0.5,Positive,Food & Beverage
I'm in it ... From 120 to 77 kg,0.4,Positive,Food & Beverage
How long,0,Neutral,Food & Beverage
Thank you for this! I needed motivation 😊. Amazing accomplishment💪🏾,0.7,Positive,Food & Beverage
You look amazing congratulations! I also started my weight loss journey and I’m wondering how much time did it take for you to get there?,0.5,Positive,Food & Beverage
Can someone give out a simple calorie deficit I’ve tried but I can never get it right and end up binging or just flat out not working I know what one is but I can never find a good one for me 😭,-0.4,Negative,Food & Beverage
3 moths is impossible !,-0.3,Negative,Food & Beverage
OK you win 👏👏♥️,0.4,Positive,Food & Beverage
Omg!!!😍 how?,0.5,Positive,Food & Beverage
How often would you work out pls,0,Neutral,Food & Beverage
Wow that gives me hope and strenght,0.6,Positive,Food & Beverage
Girl you did amazing 😭🙏🏻,0.7,Positive,Food & Beverage
"Well done, you look fantastic & bet you feel like a new person! 😊",0.8,Positive,Food & Beverage
I’ve never seen you but I’m so so so proud of you🩷 this is amazing,0.9,Positive,Food & Beverage
Get it gurl 🔥🔥🔥💜,0.6,Positive,Food & Beverage
good jobbbbb,0.5,Positive,Food & Beverage
That’s crazy 😳but congrats 👍😄,0.4,Positive,Food & Beverage
frickin amazing girl!!! ✨✨,0.7,Positive,Food & Beverage
Wow I can only imagine how hard you’ve worked to get there,0.5,Positive,Food & Beverage
Yes!!! Great work! I am 80lbs Down!!! This motivates me keep going!,0.8,Positive,Food & Beverage
Wowwww 😭,0.4,Positive,Food & Beverage
I refuse to BELIVE it !!!!!,-0.5,Negative,Food & Beverage
Great job! I think Im missing the discipline side. how do I get it ?,0.1,Neutral,Food & Beverage
Girrrllllll this is beyond motivation! This is inspirational! 🙌🏼👏🏼👏🏼👏🏼👏🏼,0.9,Positive,Food & Beverage
Help a sister out! how did you do it Goddess ❤️❤️❤️❤️🦋🦋🦋,0.7,Positive,Food & Beverage
Omg that's a massive transformation well done amazing,0.8,Positive,Food & Beverage
You was beutiful then and also now!,0.6,Positive,Food & Beverage
How long did it take?,0,Neutral,Food & Beverage
"you look stunning on both photos , but well done 💖",0.7,Positive,Food & Beverage
wow! you look amazing! well done 🩷,0.8,Positive,Food & Beverage
how long did this take you? it would've been a wild emotional journey I know mine is 😅,0.2,Neutral,Food & Beverage
beautiful either way🥰,0.7,Positive,Food & Beverage
OMG PLS MORE AND MORE,0.9,Positive,Food & Beverage
"It took me a minute to realise that's a before and after, I thought you were judging you 🤣🤣Congrats on an amazing transformation 👏👏",0.5,Positive,Food & Beverage
Nice done! 🤩 I'm working on it 😅💪,0.4,Positive,Food & Beverage
how i wish i have the motivation 😭😩,-0.5,Negative,Food & Beverage
amazing what do you eat 😱 youre gorgeous,0.8,Positive,Food & Beverage
GIRL YOU ARE....🥰🥰🥰🥰❤️❤️❤️❤️🔥🔥🔥🔥🔥🔥🔥🔥,1,Positive,Food & Beverage
Damn!!!,0.3,Positive,Food & Beverage
"I wish I could, I‘m taking medication that makes me super tired and makes it hard to lose weight :(",-0.6,Negative,Food & Beverage
Did you exercise in addition to the calorie deficit?,0,Neutral,Food & Beverage
A step forward is always winning 💜,0.5,Positive,Food & Beverage
How long did it take you to lose the weight ?,0,Neutral,Food & Beverage
wow !!! you made a kot of work 💙,0.7,Positive,Food & Beverage
This is incredible well done!! 👏,0.9,Positive,Food & Beverage
fantastic 😍 what's your top tip x,0.8,Positive,Food & Beverage
Tell me What u do.. youre so great 🫶🏻,0.7,Positive,Food & Beverage
Girl what?? Yeasssss😍😍,0.8,Positive,Food & Beverage
well done you look great,0.5,Positive,Food & Beverage
watching this while eating ice cream 😨,-0.3,Negative,Food & Beverage
one day ill do this trend motivation Bike,0.1,Neutral,Food & Beverage
"oh goshh, I can make it!",0.3,Positive,Food & Beverage
wow! well done!,0.7,Positive,Food & Beverage
Damnnnn 🤌🏻🤌🏻💖,0.9,Positive,Food & Beverage
You look so good! 😩❤️,0.7,Positive,Food & Beverage
Great job💖👏👏👏👏,0.8,Positive,Food & Beverage
🤯 congrats 👏🏻,0.7,Positive,Food & Beverage
you look amazing❤️❤️proud of you❤️definitly motivated me❤️,0.9,Positive,Food & Beverage
Absolutely amazing 👏,0.8,Positive,Food & Beverage
Please talk about caloric deficit make long video help us understand 🫶🏻🫶🏻,0.2,Neutral,Food & Beverage
Amazing teach us howwww,0.5,Positive,Food & Beverage
Incredible babe 😍😍👏🏼👏🏼👏🏼,0.9,Positive,Food & Beverage
😭😭😭thank youuuu,0.6,Positive,Food & Beverage
Is this really the same person?,-0.1,Neutral,Food & Beverage
Wow!👍,0.4,Positive,Food & Beverage
you are giving major Elisabeth Olsen vibe in the second video,0.3,Positive,Food & Beverage
Incredible achievement 🤩🤩🤩🥰,0.9,Positive,Food & Beverage
Wow 👏👏👏👏👏,0.7,Positive,Food & Beverage
Started yesterday,0,Neutral,Food & Beverage
Such a nice transformation 😍 Great work ❤️,0.8,Positive,Food & Beverage
Wowza!!! Get it girl! That is wild! I needed that reminder to utilize these last 2 months!,0.9,Positive,Food & Beverage
good for you!! you look great🥰,0.8,Positive,Food & Beverage
This is incredible! How long did it take you? 🥰😁,0.9,Positive,Food & Beverage
Awesome,0.7,Positive,Food & Beverage
can’t wait to look like that you look amazing. reborn,0.7,Positive,Food & Beverage
Amazing 🥰😳,0.9,Positive,Food & Beverage
I hope so me soon in last 2024😇❤️,0.3,Positive,Food & Beverage
Amazing,0.7,Positive,Food & Beverage
So good!!,0.7,Positive,Food & Beverage
I’m so proud of you….its not that easy..you did a great job 🥺♥️👏🏽,0.9,Positive,Food & Beverage
Well done 🥰🥰🥰,0.9,Positive,Food & Beverage
well done you much respect,0.6,Positive,Food & Beverage
Incredible 🥰,0.9,Positive,Food & Beverage
The WOW that I wowed😱🥰 Well done👊,0.9,Positive,Food & Beverage
proud of you 🫶,0.8,Positive,Food & Beverage
This really helped thanks,0.5,Positive,Food & Beverage
That’s an amazing transformation!! Congratulations 🤩,0.9,Positive,Food & Beverage
WOW 👌 👏,0.8,Positive,Food & Beverage
I’m so proud of you.,0.8,Positive,Food & Beverage
Me soon🥰,0.5,Positive,Food & Beverage
"hi may i asked, during your lose weight journey, have you experienced any weight plateau after you lost some? if yes what should we do?",0.1,Neutral,Food & Beverage
Thanks for the motivation. Will keep going 💪,0.7,Positive,Food & Beverage
Let’s go girl 💪🏼🔥,0.8,Positive,Food & Beverage
Wow! You look great! 💜,0.9,Positive,Food & Beverage
wowwwwww,0.7,Positive,Food & Beverage
Wooow stunning 🤌🏻👏🏻👏🏻,0.9,Positive,Food & Beverage
Get it girl!! That’s a mega transformation!,0.9,Positive,Food & Beverage
Great work! 🥰,0.8,Positive,Food & Beverage
Incredible 😍 💪,0.9,Positive,Food & Beverage
Congratulations! 🌹,0.7,Positive,Food & Beverage
Proud of you 🥹🫶🏾 thanks for the motivation!,0.6,Positive,Food & Beverage
🥰👏👏👏Amazing!!👏👏👏👏🥰🥰,0.9,Positive,Food & Beverage
Well done you look fabulous 👏👏,0.7,Positive,Food & Beverage
Great job... congratulations! ❤,0.8,Positive,Food & Beverage
Wow 🥰🥰🥰,0.9,Positive,Food & Beverage
Omg so proud of u I hope to get there one day😭,0.5,Positive,Food & Beverage
The GLOW UP💖,0.8,Positive,Food & Beverage
Queen 👏,0.7,Positive,Food & Beverage
NO🤯😮😲,-0.6,Negative,Food & Beverage
Woah! Go girl 👏 👏,0.8,Positive,Food & Beverage
Congratulation Amazing !!!!!!!!!!!,0.9,Positive,Food & Beverage
Wow! 👏,0.6,Positive,Food & Beverage
you are absolutely awsome!!!!!!!❣️❣️❣️❣️❣️❣️,0.9,Positive,Food & Beverage
Well done!! I know you feel better!,0.6,Positive,Food & Beverage
YOU DID THAT✨✨,0.8,Positive,Food & Beverage
proud of you🥰🥰,0.7,Positive,Food & Beverage
My jaw dropped. This deserves a standing ovation,0.9,Positive,Food & Beverage
Wow amazing 👏👏👏👏👏 You look amazing,0.9,Positive,Food & Beverage
on fire🔥🔥🔥,0.8,Positive,Food & Beverage
Thanks 😁😁🥰🥰🥰,0.7,Positive,Food & Beverage
"wow amazing! I want to win ,too",0.6,Positive,Food & Beverage
i’m so proud of youu,0.7,Positive,Food & Beverage
wow,0.3,Positive,Food & Beverage
Красотка! 💪💪🥰,0.8,Positive,Food & Beverage
so proud of u,0.6,Positive,Food & Beverage
Fabulous 🥰🥰,0.7,Positive,Food & Beverage
Wow! That's extremely impressive 🔥,0.9,Positive,Food & Beverage
impressive.,0.3,Positive,Food & Beverage
WOW. fantastic!,0.8,Positive,Food & Beverage
Good work 👏🏼👏🏼👏🏼👏🏼,0.7,Positive,Food & Beverage
This is amazing! Good for you! I don’t know you but I think you’re a badass!,0.9,Positive,Food & Beverage
motivation,0.1,Neutral,Food & Beverage
respect 👌,0.5,Positive,Food & Beverage
Wooow,0.5,Positive,Food & Beverage
You go girl that glow up is unmatched,0.9,Positive,Food & Beverage
Great job,0.3,Positive,Food & Beverage
Incredible!!!,0.9,Positive,Food & Beverage
Wooooooow ❤️,0.8,Positive,Food & Beverage
I guess we would never know!!😍,0.5,Positive,Food & Beverage
WOW WOW WOW🙌🏽🙌🏽🙌🏽,0.9,Positive,Food & Beverage
Wow great job 👏,0.7,Positive,Food & Beverage
Yessssss 💪🥰🔥,0.9,Positive,Food & Beverage
"Well done, girl 🥰",0.8,Positive,Food & Beverage
DAMN GIRL 💪🏻,0.8,Positive,Food & Beverage
amazing,0.7,Positive,Food & Beverage
wooooooow😳😳😳😳,0.9,Positive,Food & Beverage
Wow,0.2,Neutral,Food & Beverage
wow 👌,0.3,Positive,Food & Beverage
great job!,0.5,Positive,Food & Beverage
Wow ! Congratulations 🎉 you look amazing 💕,0.8,Positive,Food & Beverage
Good on you girl,0.4,Positive,Food & Beverage
"This is very inspirational, so hard to do without medical interventions these days. Food has become so addictive, you’ve done an amazing job 💕",0.7,Positive,Food & Beverage
Well done 🙌🏼♥️,0.6,Positive,Food & Beverage
👏 you look amazing 💗,0.7,Positive,Food & Beverage
Whoowalaaaaweyyyyy 🤩🤩🤩🤩🤩,0.9,Positive,Food & Beverage
Wow!,0.2,Neutral,Food & Beverage
wow respect🤗,0.4,Positive,Food & Beverage
Stunning my dear 🥰,0.8,Positive,Food & Beverage
Dang girl 👍🏻👍🏻,0.5,Positive,Food & Beverage
Fab ❤️,0.6,Positive,Food & Beverage
This is amazing 🙌🏾,0.7,Positive,Food & Beverage
wow🙏💪💪,0.6,Positive,Food & Beverage
Wow 😍😍😍,0.9,Positive,Food & Beverage
Great work 🥰,0.7,Positive,Food & Beverage
This is amazing,0.8,Positive,Food & Beverage
just wow,0.2,Neutral,Food & Beverage
WOW !!! GIRL YOU DEFINITELY WON 👏👏👏👏 ✌️💪,0.9,Positive,Food & Beverage
♥️you👍,0.5,Positive,Food & Beverage
"Wow, amazing transformation. Congratulations",0.8,Positive,Food & Beverage
"Wow, well done",0.5,Positive,Food & Beverage
You did that!!! Proud of you!,0.6,Positive,Food & Beverage
Thank you! This really pushes me to lock in. Lets goo!!!,0.7,Positive,Food & Beverage
Wow what a transformation ❤️🙏🏻❤️,0.8,Positive,Food & Beverage
Fantastic 👏👏👏,0.6,Positive,Food & Beverage
You go girl 👊,0.5,Positive,Food & Beverage
"proud of you, random cool girl 🔥",0.6,Positive,Food & Beverage
So beautiful 🥰,0.7,Positive,Food & Beverage
Looking great babe! 💪💕,0.6,Positive,Food & Beverage
Just wow 🔥,0.5,Positive,Food & Beverage
Way to gooooo,0.5,Positive,Food & Beverage
Omg girl Yasssss 👏👏 you look amazing 😍,0.8,Positive,Food & Beverage
Amazing 😍👏👏👏👏👏👏,0.9,Positive,Food & Beverage
Congratulations,0.5,Positive,Food & Beverage
Amazing transformation!,0.5,Positive,Food & Beverage
Well done,0.4,Positive,Food & Beverage
Yaaaaay,0.6,Positive,Food & Beverage
Cute in anyways ☺️,0.3,Positive,Food & Beverage
Wow! Amazing 🥰,0.7,Positive,Food & Beverage
way to go 💥,0.5,Positive,Food & Beverage
wooow congratulations!!! 🎉🎉🎉,0.8,Positive,Food & Beverage
Congratulations 💐 so proud of you,0.7,Positive,Food & Beverage
wow ur so beautiful ❤️❤️,0.8,Positive,Food & Beverage
get itttttt,0.5,Positive,Food & Beverage
Genuinely 😲 Wow 🤩,0.6,Positive,Food & Beverage
❤️❤️Well done,0.8,Positive,Food & Beverage
The first part of the video is already quite motivating,0.5,Positive,Food & Beverage
Amazing! Congrats,0.9,Positive,Food & Beverage
Wow wow wow….. YOU DID THAT!!!!,0.9,Positive,Food & Beverage
WOW!,0.7,Positive,Food & Beverage
Omg yes!,0.8,Positive,Food & Beverage
😮 wow,0.6,Positive,Food & Beverage
Slay women,0.7,Positive,Food & Beverage
Incredible 👏👏,0.9,Positive,Food & Beverage
Way to go,0.6,Positive,Food & Beverage
Inspiring 😍😍😍,0.9,Positive,Food & Beverage
I need this 🙏🥰,0.8,Positive,Food & Beverage
amazing 💓,0.9,Positive,Food & Beverage
My jaw dropped,0.5,Positive,Food & Beverage
Queen👑,0.8,Positive,Food & Beverage
Well done! 👏🏻,0.8,Positive,Food & Beverage
I love girl ❤️❤️❤️,0.9,Positive,Food & Beverage
ommgggg😳👏👏👏🫶🏻🙋‍♀️💐I wishhhh😮‍💨🥺,0.9,Positive,Food & Beverage
Goood job girl,0.7,Positive,Food & Beverage
Superstar🤩,0.9,Positive,Food & Beverage
you look so incredible 😍,0.9,Positive,Food & Beverage
girly! yaaaaaas,0.8,Positive,Food & Beverage
awesome!!!,0.9,Positive,Food & Beverage
Wow! You are doing incredible!🔥,0.9,Positive,Food & Beverage
well done 🔥👑,0.8,Positive,Food & Beverage
Respect 👍😄👍,0.5,Positive,Food & Beverage
shuddddddup. gurl you look amazing. 🥰,0.6,Positive,Food & Beverage
that’s amazing!!,0.5,Positive,Food & Beverage
Wow great job💜,0.5,Positive,Food & Beverage
Wow - well done 👏👏,0.5,Positive,Food & Beverage
Oh very nice 👌,0.3,Positive,Food & Beverage
Yaaaasssss girrrrrl!!!!❤️🙌🏻🎉,0.8,Positive,Food & Beverage
Mad respect,0.4,Positive,Food & Beverage
U look amazing,0.4,Positive,Food & Beverage
Wow just wow that took determination 👏👏👏,0.6,Positive,Food & Beverage
sheesh,-0.1,Neutral,Food & Beverage
"ohw my 😍, well done 💗",0.6,Positive,Food & Beverage
You did that 👏🏼👏🏼,0.5,Positive,Food & Beverage
wow!,0.1,Neutral,Food & Beverage
Well done! Very inspiring!,0.7,Positive,Food & Beverage
Omgggg,0.3,Positive,Food & Beverage
Yeeeeeess,0.5,Positive,Food & Beverage
